Freq_Hz,PatchLength,PatchWidth,PatchHeight,FeedPosX,FeedPosY,Substrate,EpsilonR
100000000,0.663654162758435,0.855224436544376,0.01368359098471,0.139716665843881,0,FR4,4.8
100045002.250113,0.663355637795179,0.854839739426778,0.0136774358308284,0.139653818483196,0,FR4,4.8
100090004.500225,0.663057381276213,0.854455388242542,0.0136712862118807,0.139591027637097,0,FR4,4.8
100135006.750338,0.662759392839606,0.854071382525266,0.0136651421204043,0.139528293229391,0,FR4,4.8
100180009.00045,0.66246167212408,0.853687721809382,0.0136590035489501,0.139465615184017,0,FR4,4.8
100225011.250563,0.662164218769006,0.853304405630162,0.0136528704900826,0.139402993425054,0,FR4,4.8
100270013.500675,0.661867032414399,0.852921433523711,0.0136467429363794,0.139340427876716,0,FR4,4.8
100315015.750788,0.661570112700925,0.852538805026965,0.0136406208804314,0.139277918463353,0,FR4,4.8
100360018.0009,0.661273459269889,0.852156519677693,0.0136345043148431,0.13921546510945,0,FR4,4.8
100405020.251013,0.660977071763244,0.85177457701449,0.0136283932322318,0.13915306773963,0,FR4,4.8
100450022.501125,0.660680949823583,0.851392976576782,0.0136222876252285,0.139090726278649,0,FR4,4.8
100495024.751238,0.660385093094136,0.851011717904815,0.013616187486477,0.139028440651397,0,FR4,4.8
100540027.00135,0.660089501218777,0.850630800539661,0.0136100928086346,0.1389662107829,0,FR4,4.8
100585029.251463,0.659794173842014,0.850250224023214,0.0136040035843714,0.138904036598319,0,FR4,4.8
100630031.501575,0.659499110608991,0.849869987898185,0.013597919806371,0.138841918022946,0,FR4,4.8
100675033.751688,0.659204311165489,0.849490091708104,0.0135918414673297,0.138779854982208,0,FR4,4.8
100720036.0018,0.658909775157918,0.849110534997318,0.0135857685599571,0.138717847401667,0,FR4,4.8
100765038.251913,0.658615502233324,0.848731317310985,0.0135797010769758,0.138655895207016,0,FR4,4.8
100810040.502025,0.658321492039381,0.848352438195078,0.0135736390111212,0.13859399832408,0,FR4,4.8
100855042.752138,0.65802774422439,0.847973897196379,0.0135675823551421,0.138532156678819,0,FR4,4.8
100900045.00225,0.657734258437284,0.847595693862479,0.0135615311017997,0.138470370197323,0,FR4,4.8
100945047.252363,0.657441034327618,0.847217827741776,0.0135554852438684,0.138408638805814,0,FR4,4.8
100990049.502475,0.657148071545574,0.846840298383471,0.0135494447741355,0.138346962430647,0,FR4,4.8
101035051.752588,0.656855369741955,0.846463105337571,0.0135434096854011,0.138285340998306,0,FR4,4.8
101080054.0027,0.656562928568189,0.846086248154883,0.0135373799704781,0.138223774435408,0,FR4,4.8
101125056.252813,0.656270747676323,0.845709726387014,0.0135313556221922,0.1381622626687,0,FR4,4.8
101170058.502925,0.655978826719021,0.845333539586367,0.0135253366333819,0.138100805625057,0,FR4,4.8
101215060.753038,0.655687165349568,0.844957687306144,0.0135193229968983,0.138039403231488,0,FR4,4.8
101260063.00315,0.655395763221863,0.844582169100339,0.0135133147056054,0.137978055415129,0,FR4,4.8
101305065.253263,0.655104619990422,0.84420698452374,0.0135073117523798,0.137916762103247,0,FR4,4.8
101350067.503375,0.654813735310373,0.843832133131924,0.0135013141301108,0.137855523223236,0,FR4,4.8
101395069.753488,0.654523108837457,0.843457614481259,0.0134953218317001,0.137794338702623,0,FR4,4.8
101440072.0036,0.654232740228025,0.843083428128899,0.0134893348500624,0.137733208469058,0,FR4,4.8
101485074.253713,0.65394262913904,0.842709573632783,0.0134833531781245,0.137672132450324,0,FR4,4.8
101530076.503825,0.65365277522807,0.842336050551636,0.0134773768088262,0.13761111057433,0,FR4,4.8
101575078.753938,0.653363178153291,0.841962858444962,0.0134714057351194,0.137550142769114,0,FR4,4.8
101620081.00405,0.653073837573486,0.841589996873049,0.0134654399499688,0.137489228962839,0,FR4,4.8
101665083.254163,0.65278475314804,0.841217465396959,0.0134594794463513,0.137428369083798,0,FR4,4.8
101710085.504275,0.652495924536943,0.840845263578534,0.0134535242172565,0.137367563060409,0,FR4,4.8
101755087.754388,0.652207351400784,0.840473390980391,0.0134475742556863,0.137306810821218,0,FR4,4.8
101800090.0045,0.651919033400754,0.84010184716592,0.0134416295546547,0.137246112294896,0,FR4,4.8
101845092.254613,0.651630970198642,0.839730631699282,0.0134356901071885,0.137185467410241,0,FR4,4.8
101890094.504725,0.651343161456836,0.839359744145407,0.0134297559063265,0.137124876096176,0,FR4,4.8
101935096.754838,0.651055606838318,0.838989184069997,0.01342382694512,0.137064338281751,0,FR4,4.8
101980099.00495,0.650768306006666,0.838618951039518,0.0134179032166323,0.13700385389614,0,FR4,4.8
102025101.255063,0.650481258626051,0.8382490446212,0.0134119847139392,0.136943422868642,0,FR4,4.8
102070103.505175,0.650194464361238,0.837879464383039,0.0134060714301286,0.136883045128682,0,FR4,4.8
102115105.755288,0.64990792287758,0.837510209893789,0.0134001633583006,0.136822720605806,0,FR4,4.8
102160108.0054,0.649621633841023,0.837141280722968,0.0133942604915675,0.136762449229689,0,FR4,4.8
102205110.255513,0.649335596918099,0.83677267644085,0.0133883628230536,0.136702230930126,0,FR4,4.8
102250112.505625,0.649049811775928,0.836404396618464,0.0133824703458954,0.136642065637037,0,FR4,4.8
102295114.755738,0.648764278082215,0.836036440827596,0.0133765830532415,0.136581953280466,0,FR4,4.8
102340117.00585,0.64847899550525,0.835668808640786,0.0133707009382526,0.136521893790579,0,FR4,4.8
102385119.255963,0.648193963713906,0.835301499631323,0.0133648239941012,0.136461887097665,0,FR4,4.8
102430121.506075,0.64790918237764,0.834934513373247,0.013358952213972,0.136401933132135,0,FR4,4.8
102475123.756188,0.647624651166485,0.834567849441347,0.0133530855910616,0.136342031824523,0,FR4,4.8
102520126.0063,0.647340369751058,0.834201507411158,0.0133472241185785,0.136282183105486,0,FR4,4.8
102565128.256413,0.647056337802552,0.833835486858959,0.0133413677897433,0.1362223869058,0,FR4,4.8
102610130.506525,0.646772554992737,0.833469787361774,0.0133355165977884,0.136162643156366,0,FR4,4.8
102655132.756638,0.646489020993958,0.833104408497368,0.0133296705359579,0.136102951788202,0,FR4,4.8
102700135.00675,0.646205735479135,0.832739349844246,0.0133238295975079,0.136043312732449,0,FR4,4.8
102745137.256863,0.645922698121761,0.832374610981651,0.0133179937757064,0.135983725920371,0,FR4,4.8
102790139.506975,0.645639908595902,0.832010191489564,0.013312163063833,0.135924191283348,0,FR4,4.8
102835141.757088,0.645357366576191,0.8316460909487,0.0133063374551792,0.135864708752882,0,FR4,4.8
